order,family,upham_species,mdd_species,mcc_tree_name,sex_chr,citation
CARNIVORA,HERPESTIDAE,Herpestes_ichneumon,Herpestes_ichneumon,Herpestes_ichneumon_HERPESTIDAE_CARNIVORA,1,Fredga 1972
CARNIVORA,HERPESTIDAE,Herpestes_javanicus,Urva_javanica,Herpestes_javanicus_HERPESTIDAE_CARNIVORA,1,Fredga 1972
CARNIVORA,HERPESTIDAE,Herpestes_naso,Xenogale_naso,Herpestes_naso_HERPESTIDAE_CARNIVORA,NA,
CARNIVORA,HERPESTIDAE,Herpestes_ochraceus,Herpestes_ochraceus,Herpestes_ochraceus_HERPESTIDAE_CARNIVORA,NA,
CARNIVORA,HERPESTIDAE,Herpestes_pulverulentus,Herpestes_pulverulentus,Herpestes_pulverulentus_HERPESTIDAE_CARNIVORA,1,Fredga 1972
CARNIVORA,HERPESTIDAE,Herpestes_sanguineus,Herpestes_sanguineus,Herpestes_sanguineus_HERPESTIDAE_CARNIVORA,1,Fredga 1972
CARNIVORA,HERPESTIDAE,Herpestes_semitorquatus,Urva_semitorquata,Herpestes_semitorquatus_HERPESTIDAE_CARNIVORA,NA,
CARNIVORA,HERPESTIDAE,Herpestes_smithii,Urva_smithii,Herpestes_smithii_HERPESTIDAE_CARNIVORA,NA,
CARNIVORA,HERPESTIDAE,Herpestes_urva,Urva_urva,Herpestes_urva_HERPESTIDAE_CARNIVORA,1,Fredga 1972
CARNIVORA,HERPESTIDAE,Herpestes_vitticollis,Urva_vitticollis,Herpestes_vitticollis_HERPESTIDAE_CARNIVORA,NA,
CARNIVORA,HERPESTIDAE,Ichneumia_albicauda,Ichneumia_albicauda,Ichneumia_albicauda_HERPESTIDAE_CARNIVORA,0,Wurster and Benirschke 1968
CARNIVORA,HERPESTIDAE,Liberiictis_kuhni,Liberiictis_kuhni,Liberiictis_kuhni_HERPESTIDAE_CARNIVORA,NA,
CARNIVORA,HERPESTIDAE,Mungos_gambianus,Mungos_gambianus,Mungos_gambianus_HERPESTIDAE_CARNIVORA,NA,
CARNIVORA,HERPESTIDAE,Mungos_mungo,Mungos_mungo,Mungos_mungo_HERPESTIDAE_CARNIVORA,0,Fredga 1972
CARNIVORA,HERPESTIDAE,Paracynictis_selousi,Paracynictis_selousi,Paracynictis_selousi_HERPESTIDAE_CARNIVORA,NA,
